instance_name,num_channels,total_programs,time_window_minutes,min_duration_ratio,max_consecutive_genre,switch_penalty,termination_penalty,avg_program_duration,std_program_duration,avg_popularity_score,num_unique_genres,program_density,avg_concurrent_choices,priority_block_coverage,bonus_density
YT_Gold_012_ch1200_d12_GB_en_20260319,0.10473946059177795,0.1420732941891071,0.7058823529411765,0.06186739945094467,0.75,0.5909090909090909,0.8372093023255814,0.2665132033843734,0.3229501770327793,0.8067720576813228,0.7692307692307693,0.10208095786834868,0.012834682764741128,0.15891472868217052,0.02178318135764944
YT_Gold_013_ch1221_d13_SE_sv_20260716,0.10657240115213407,0.1447526489842748,0.7647058823529411,0.06184299872836634,0.75,0.4090909090909091,0.46511627906976744,0.2666183586141158,0.3228898253410405,0.8273696977582594,0.7692307692307693,0.0943916555270267,0.01220676286431348,0.15384615384615385,0.020294599018003272
YT_Gold_014_ch1110_d11_BG_bg_20260521,0.0968840010473946,0.1279948707565634,0.6470588235294118,0.12609674915785435,0.25,0.5909090909090909,0.5,0.26152107683744913,0.3173294254062859,0.8452981091322339,0.9230769230769231,0.10642891800097039,0.012434998097686311,0.15221987315010568,0.020945012434374136
YT_Gold_015_ch1333_d13_SE_sv_20260525,0.11634808414070001,0.15423500033745022,0.7647058823529411,0.09899828900874588,0.5,0.4318181818181818,0.3488372093023256,0.2664850712524978,0.32240405436070896,0.994757858444222,0.23076923076923078,0.0920785285337122,0.012849971249273279,0.1556350626118068,0.03927986906710311
YT_Gold_016_ch689_d11_RO_ro_20260810,0.060137906956445844,0.08011743267867989,0.6470588235294118,0.12439416185378616,1.0,0.5227272727272727,0.7325581395348837,0.2651005250891528,0.3212616897699564,0.8146369933027855,0.9230769230769231,0.10879320070223918,0.007903054468512851,0.15856236786469347,0.027687206410610666
YT_Gold_017_ch1261_d13_SA_ar_20260828,0.11006371650519334,0.15019234662887224,0.7647058823529411,0.12513874450499504,0.75,0.1590909090909091,0.5232558139534884,0.2635231618785137,0.31882752352196,0.8184648491594738,0.6153846153846154,0.09373120614285697,0.012469943205188372,0.15205724508050086,0.035913023147065695
YT_Gold_018_ch1123_d10_AE_ar_20261224,0.09801867853713887,0.13297563609367619,0.5882352941176471,0.12636889812993798,1.0,0.29545454545454547,0.5116279069767442,0.2609578631567669,0.31899283615332236,1.0,0.07692307692307693,0.11996063517740094,0.014175177088520166,0.16046511627906976,0.05106382978723404
YT_Gold_019_ch541_d9_BG_bg_20260428,0.04722004015012656,0.0643652561247216,0.5294117647058824,0.1258901597189301,1.0,0.45454545454545453,0.5813953488372093,0.2619502405834586,0.31790333403076093,0.7963435819986056,0.8461538461538461,0.1344332127654295,0.007714132481079837,0.16020671834625322,0.03350219520432286
YT_Gold_020_ch1137_d5_RS_sr_20260701,0.09924063891070961,0.1339002497131673,0.29411764705882354,0.10609076279829557,0.75,0.38636363636363635,0.6511627906976745,0.24866977486559141,0.3060713414491901,0.8913848147785501,0.46153846153846156,0.2273787988769957,0.02686246794202526,0.16279069767441862,0.07148936170212765
YT_Gold_021_ch1941_d13_UA_uk_20260309,0.16941607750720084,0.22746844840386043,0.7647058823529411,0.06238245511976483,0.25,0.45454545454545453,0.4069767441860465,0.26431275878893373,0.3208382520063293,0.8870167898050421,0.23076923076923078,0.09250100562034042,0.018872542120331504,0.148479427549195,0.026794482113631047
YT_Gold_022_ch1935_d13_FI_fi_20260401,0.16889238020424194,0.2293176756428427,0.7647058823529411,0.1493361245272168,0.5,0.38636363636363635,0.5813953488372093,0.26498845658301773,0.3208635522621302,0.8983452644853069,0.23076923076923078,0.09378129252202573,0.019193600295506683,0.15205724508050086,0.026093055880289925
YT_Gold_023_ch845_d13_NO_no_20260304,0.07375403683337697,0.09824525882432342,0.7647058823529411,0.0622093773084743,0.5,0.45454545454545453,0.36046511627906974,0.26504812499522945,0.32356817783973096,0.812546243990913,1.0,0.0920263771094499,0.00815531446329335,0.1556350626118068,0.013467383680149637
YT_Gold_024_ch1113_d2_DE_de_20261027,0.09714584969887405,0.13393399473577647,0.11764705882352941,0.0800593394418669,0.25,0.22727272727272727,0.37209302325581395,0.20595322079449063,0.2613029901232201,0.9865961995063962,0.15384615384615385,0.4810722426896111,0.05596372027777331,0.1511627906976744,0.2553191489361702
YT_Gold_025_ch1383_d12_TR_tr_20260127,0.1207122283320241,0.162934467166093,0.7058823529411765,0.1235475403181127,0.5,0.4318181818181818,0.4069767441860465,0.26691715221973694,0.32294828441704,0.811010260792783,0.8461538461538461,0.1017330511938304,0.014798160992513147,0.15891472868217052,0.0267983789260385
YT_Gold_026_ch1269_d8_IL_he_20260218,0.11076197957580518,0.1494094621043396,0.47058823529411764,0.06311266991092382,0.5,0.5681818181818182,0.5930232558139535,0.26125465514299195,0.3172934080338462,0.8313917404742687,0.46153846153846156,0.14926795388407701,0.019798587469136108,0.15988372093023254,0.053875379939209725
YT_Gold_027_ch851_d13_BR_pt_20260315,0.07427773413633587,0.09980427886886684,0.7647058823529411,0.06209625119783679,0.75,0.5,0.6162790697674418,0.2655309860848135,0.32181337476838073,0.80013326646895,0.8461538461538461,0.09299669314858226,0.008259057751190091,0.1449016100178891,0.013420621931260228
YT_Gold_028_ch855_d4_DK_da_20260820,0.07462686567164178,0.09979752986434501,0.23529411764705882,0.13449179747712053,0.5,0.5227272727272727,0.5465116279069767,0.24519679448163928,0.3018220847935073,0.7910463422231887,0.6153846153846154,0.27776947828085496,0.024875959560837893,0.16279069767441862,0.11413373860182371
YT_Gold_029_ch1446_d13_RS_sr_20260213,0.12621105001309244,0.16790848349868395,0.7647058823529411,0.14854875255340808,1.0,0.5,0.26744186046511625,0.266393008829401,0.32092825100646727,0.936491646929479,0.6153846153846154,0.09237615169503771,0.013925625339571077,0.15742397137745975,0.03072246902034136
YT_Gold_029_ch1668_d6_CA_en_20260523,0.14558785022257134,0.1979752986434501,0.35294117647058826,0.10403691522980044,1.0,0.4318181818181818,0.7093023255813954,0.2535788959341833,0.31047404109282317,0.918831508328555,0.6153846153846154,0.19473896865040716,0.03405509929536731,0.16279069767441862,0.05825734549138804
YT_Gold_030_ch1706_d4_PT_pt_20260704,0.14890459980797766,0.20181548221637308,0.23529411764705882,0.06816059249378731,1.0,0.75,0.2441860465116279,0.24190633046851487,0.3013571004338094,0.7950510704004373,1.0,0.2777402002692782,0.049475099054404566,0.1569767441860465,0.04133738601823708
YT_Gold_031_ch856_d8_ES_es_20261211,0.07471414855546828,0.09973003981912668,0.47058823529411764,0.06379907212331395,0.25,0.5227272727272727,0.29069767441860467,0.25844386546660353,0.3131446127357565,0.894509522511065,0.23076923076923078,0.14611826868138594,0.013029064925221339,0.15988372093023254,0.042401215805471126
YT_Gold_032_ch711_d5_BR_pt_20261222,0.062058130400628436,0.08483498683944118,0.29411764705882354,0.10699821097391135,0.75,0.45454545454545453,0.6046511627906976,0.2465608149916026,0.30694384136689784,0.8293903804320931,0.3076923076923077,0.22842072075945272,0.01694690289177656,0.16279069767441862,0.08632218844984801
YT_Gold_032_ch934_d7_HK_zh_20260504,0.08152221349393383,0.11230343524330161,0.4117647058823529,0.15421198476935216,0.75,0.5227272727272727,0.686046511627907,0.2566100761217949,0.31264069992267207,0.8281411254437672,1.0,0.17111886038089716,0.01669939324754712,0.15946843853820597,0.02709509335649153
YT_Gold_033_ch1379_d11_FR_fr_20261107,0.12036309679671817,0.1591145306067355,0.6470588235294118,0.1492457050306132,0.5,0.2727272727272727,0.6395348837209303,0.2651489980394375,0.3232084418240106,0.819192070975174,1.0,0.10797393519668695,0.015739494825849902,0.15433403805496826,0.026139817629179333
YT_Gold_033_ch643_d13_GR_el_20261101,0.05612289430042769,0.07614901801984207,0.7647058823529411,0.06242185859442646,0.5,0.4318181818181818,0.8488372093023255,0.2641459127300659,0.31779014596047944,0.8912293073264748,0.5384615384615384,0.09341786250314098,0.006392770603658178,0.14311270125223613,0.026373626373626374
YT_Gold_034_ch1695_d10_AE_ar_20260315,0.14794448808588637,0.20002699601808732,0.5882352941176471,0.062368048251347556,0.75,0.45454545454545453,0.23255813953488372,0.26437381439743274,0.3205882267888553,0.7896251756596574,0.46153846153846156,0.12111931230221604,0.021521960047330688,0.16046511627906976,0.04662613981762918
YT_Gold_035_ch811_d6_ES_es_20260209,0.0707864187832766,0.09448606330566242,0.35294117647058826,0.06496612085150444,0.75,0.5227272727272727,0.6511627906976745,0.2538011904761905,0.30909749506889006,0.92397197322914,0.6153846153846154,0.19132219464172576,0.01615337594282743,0.16279069767441862,0.06008105369807497
YT_Gold_036_ch1558_d4_TR_tr_20260105,0.13598673300165837,0.18378889113855706,0.23529411764705882,0.06786052670010886,0.25,0.6363636363636364,0.3372093023255814,0.24297599229664446,0.2993337359330335,0.9944817744296346,0.15384615384615385,0.27818340985064643,0.045199526609129494,0.1569767441860465,0.1276595744680851
YT_Gold_037_ch1863_d14_FR_fr_20261209,0.16260801256873528,0.221826280623608,0.8235294117647058,0.1239732759717395,0.5,0.5909090909090909,0.4418604651162791,0.26600053412302405,0.32001277143007273,0.9991363948601601,0.07692307692307693,0.08782752905487753,0.017518419204626663,0.15282392026578073,0.0364741641337386
YT_Gold_038_ch861_d12_RU_ru_20260401,0.07515056297460068,0.10400215968144699,0.7058823529411765,0.1256435022217831,0.5,0.6363636363636364,0.7093023255813954,0.2624644891484606,0.3169281757453683,0.9958851506938098,0.15384615384615385,0.10256626999624123,0.00915343409632095,0.15310077519379844,0.0425531914893617
YT_Gold_039_ch1505_d10_IN_hi_20260128,0.13136074015885485,0.17830869946682865,0.5882352941176471,0.15068921753289022,1.0,0.2727272727272727,0.7558139534883721,0.26260902935486585,0.31847009641817914,0.8314822917668884,0.38461538461538464,0.12078742861011572,0.019324873775907393,0.16046511627906976,0.04644376899696048
YT_Gold_040_ch1699_d15_GB_en_20260205,0.14829361962119228,0.20113383275966795,0.8823529411764706,0.06215443029974019,0.25,0.75,0.4418604651162791,0.26528243816596947,0.32059136229703744,0.8692072085434682,0.38461538461538464,0.08128025190489367,0.014426650818381868,0.13333333333333333,0.028733535967578522
YT_Gold_041_ch1210_d16_NO_no_20260525,0.10561228943004276,0.14334885604373354,0.9411764705882353,0.14843460017680302,0.5,0.5909090909090909,0.29069767441860467,0.2665978761247123,0.32150594690005563,0.7966375091193173,0.46153846153846156,0.07663402083558891,0.009593524043925024,0.13081395348837208,0.02838145896656535
YT_Gold_042_ch826_d16_HK_zh_20260801,0.07209566204067383,0.09671323479786731,0.9411764705882353,0.09852015737384784,0.25,0.75,0.6976744186046512,0.2677783593083663,0.3227957179285636,0.9231969615173649,0.6153846153846154,0.07607420188488392,0.006536919172104177,0.12936046511627908,0.022188449848024316
YT_Gold_043_ch518_d4_AE_ar_20260324,0.045212533822117484,0.061220220017547414,0.23529411764705882,0.1355320797365702,0.25,0.4090909090909091,0.6395348837209303,0.24331477602616394,0.3006703280859301,0.8912721042003684,0.46153846153846156,0.2790934649559103,0.015162386653426167,0.1569767441860465,0.09376899696048631
YT_Gold_044_ch1318_d6_ID_id_20260313,0.11503884088330278,0.155618546264426,0.35294117647058826,0.10396253308256884,0.25,0.4772727272727273,0.43023255813953487,0.25376032420659017,0.3108084408642088,0.8305216362887577,0.8461538461538461,0.19386279182947416,0.02680289745408034,0.16279069767441862,0.028267477203647418
YT_Gold_045_ch1786_d13_DE_de_20260412,0.1558872305140962,0.21186474994938245,0.7647058823529411,0.09880634986999695,1.0,0.36363636363636365,0.5465116279069767,0.2670027395514781,0.32339466462530414,0.8349901097186272,0.7692307692307693,0.09458573964410236,0.01788206672956998,0.148479427549195,0.020528407762450313
YT_Gold_046_ch941_d6_SE_sv_20261007,0.08213319368071921,0.11112235945198083,0.35294117647058826,0.06436427807510496,0.25,0.7272727272727273,0.5465116279069767,0.2561743766238148,0.31225759043019535,0.8268876034039839,0.7692307692307693,0.1957367248959859,0.019372693971454743,0.16279069767441862,0.04427558257345491
YT_Gold_047_ch405_d15_UA_uk_20261020,0.03534956794972506,0.04722953364378754,0.8823529411764706,0.09798992987242736,0.5,0.4772727272727273,0.4069767441860465,0.2692273189165158,0.3239632785532962,0.997309579984197,0.15384615384615385,0.08125733043410546,0.0034621756054205415,0.13798449612403102,0.03404255319148936
YT_Gold_048_ch1193_d11_FI_fi_20261123,0.10412848040499258,0.14167510292231897,0.6470588235294118,0.1492008647190775,0.75,0.75,0.7790697674418605,0.2652286850016938,0.3208407708556739,0.8283945705667835,0.46153846153846156,0.11116215282988709,0.014076326115673712,0.15856236786469347,0.042608455374412824
YT_Gold_049_ch951_d11_DK_da_20261201,0.08300602251898402,0.11046770601336303,0.6470588235294118,0.1263402225880588,1.0,0.25,0.23255813953488372,0.2610170929727381,0.3187200861563685,0.8193328464691021,0.5384615384615384,0.10700575381742987,0.010772921422119563,0.15433403805496826,0.041945288753799395
YT_Gold_050_ch1078_d11_FR_fr_20261125,0.0940909487649472,0.1276439225214281,0.6470588235294118,0.1504268860286171,0.25,0.5,0.4418604651162791,0.26306699683345375,0.3175875020659666,0.8285786816293396,0.8461538461538461,0.1099337674367448,0.012486323724329963,0.15221987315010568,0.036639955788891954
YT_Gold_052_ch1616_d7_RO_ro_20261224,0.1410491402635943,0.18763582371600188,0.4117647058823529,0.1275057339930285,0.5,0.5909090909090909,0.5348837209302325,0.2586311736166063,0.314972235778911,0.8885088136941197,0.46153846153846156,0.16654564512907932,0.02817886106197397,0.15946843853820597,0.05349544072948328
YT_Gold_053_ch536_d4_VN_vi_20260430,0.04678362573099415,0.061321455085374905,0.23529411764705882,0.16258740317451498,0.25,0.5909090909090909,0.27906976744186046,0.2433912368234402,0.29900461138041634,0.8816159394733497,0.5384615384615384,0.2702518385148493,0.01521429041603952,0.16279069767441862,0.08009118541033433
YT_Gold_054_ch876_d7_UA_uk_20260711,0.0764598062319979,0.10382668556387933,0.4117647058823529,0.15385388518976675,0.25,0.6590909090909091,0.5348837209302325,0.25720734384930954,0.3124488445144775,0.8032084043191824,0.7692307692307693,0.16906988513736138,0.015390043750829295,0.15946843853820597,0.04455058619192358
YT_Gold_055_ch1051_d5_US_en_20261002,0.09173431090163219,0.12584193831409868,0.29411764705882354,0.13286679856423966,0.5,0.5227272727272727,0.3488372093023256,0.24819562134267703,0.30226753804437156,0.8249554628047897,0.6923076923076923,0.23073997592921136,0.025208035508724587,0.16279069767441862,0.08595744680851064
YT_Gold_057_ch1349_d17_BR_pt_20260521,0.11774461028192372,0.1582101640008099,1.0,0.06159831432228693,0.5,0.5,0.7558139534883721,0.26767743556200174,0.3262251483121986,0.7980898209688201,0.8461538461538461,0.07169045249274023,0.010036890095357416,0.1231190150478796,0.010405864473448953
YT_Gold_058_ch1502_d9_TW_zh_20261002,0.13109889150737541,0.1798744685158939,0.5294117647058824,0.10153273166607643,0.25,0.5,0.29069767441860467,0.2598331165474344,0.3163445391599044,0.8292180963074761,0.7692307692307693,0.13422321373001397,0.021383129687432657,0.16020671834625322,0.04289091523134076
YT_Gold_059_ch1168_d12_SA_ar_20261026,0.10194640830933054,0.1367550786259027,0.7058823529411765,0.12416298820047553,0.75,0.5227272727272727,0.43023255813953487,0.2655941041964829,0.3214760984080928,0.833820551074882,0.38461538461538464,0.10060367689577476,0.012165265549154782,0.15891472868217052,0.03637284701114488
YT_Gold_060_ch679_d7_DK_da_20261224,0.059265078118181026,0.07915907403657961,0.4117647058823529,0.15497499498906117,0.5,0.5681818181818182,0.5813953488372093,0.2553466715927284,0.31134251388386264,0.8929402761100167,0.5384615384615384,0.16509698463637917,0.011752476466786694,0.15946843853820597,0.04993486756404689
YT_Gold_061_ch1184_d7_IT_it_20260405,0.10334293445055424,0.14162785989066612,0.4117647058823529,0.10232483763842344,0.75,0.3409090909090909,0.4186046511627907,0.25782172451221774,0.3134992185316187,0.917579866376069,0.6153846153846154,0.17103874773088748,0.02123352094593946,0.15946843853820597,0.05115067303517151
YT_Gold_062_ch649_d6_TR_tr_20260401,0.05664659160338657,0.0776270500101235,0.35294117647058826,0.15484100640755488,1.0,0.5227272727272727,0.3372093023255814,0.2555676307502077,0.31394324256705003,0.8946457048969845,0.23076923076923078,0.19778758647088154,0.013386160242508018,0.16279069767441862,0.05521783181357649
YT_Gold_063_ch943_d14_GB_en_20260312,0.08230775944837218,0.11032597691840454,0.8235294117647058,0.12319094278431561,0.5,0.6590909090909091,0.20930232558139536,0.2676897901755674,0.32243054079268807,0.9992344423786156,0.15384615384615385,0.08684521797345778,0.008795246744424832,0.1495016611295681,0.0364741641337386
YT_Gold_064_ch1760_d10_FR_fr_20260725,0.15361787553460765,0.207761355200108,0.5882352941176471,0.06327228361026012,1.0,0.4772727272727273,0.7906976744186046,0.26059560161122663,0.31769045327023815,0.9141623301061317,0.3076923076923077,0.11942499503771338,0.022299543290982004,0.16046511627906976,0.03331306990881459
YT_Gold_065_ch879_d13_AE_ar_20260218,0.07672165488347735,0.10549368968077208,0.7647058823529411,0.1246849505011844,0.5,0.4772727272727273,0.6046511627906976,0.2644822610339852,0.3192696565560832,0.8210863300894046,0.6923076923076923,0.0947909449630838,0.00867293886816762,0.15384615384615385,0.020201075520224456
YT_Gold_066_ch670_d6_IN_hi_20260911,0.05847953216374269,0.08036039684146588,0.35294117647058826,0.128223482841147,0.75,0.4772727272727273,0.9186046511627907,0.2571834495114918,0.31293221106377944,0.8217390955665996,0.6923076923076923,0.19958830302635294,0.014032644731296137,0.16279069767441862,0.07588652482269503
YT_Gold_067_ch1045_d7_IT_it_20260621,0.0912106135986733,0.12786663967064857,0.4117647058823529,0.06407182374652558,1.0,0.45454545454545453,0.627906976744186,0.2573436785249305,0.31454806700907967,0.8106211730483139,0.7692307692307693,0.17463547714064837,0.01903853138096629,0.15946843853820597,0.03994789405123751
YT_Gold_068_ch1244_d17_SE_sv_20261130,0.10857990748014315,0.14804616319092934,1.0,0.12331242529190356,0.5,0.75,0.3953488372093023,0.2674260728178945,0.32306658508392855,0.8306315128748316,0.46153846153846156,0.0726787836689317,0.009425350714071358,0.12448700410396717,0.027212587162524584
YT_Gold_069_ch900_d17_UA_uk_20260830,0.07855459544383346,0.10880070189647027,1.0,0.14816204414672424,0.5,0.3181818181818182,0.32558139534883723,0.2670883044200456,0.3233959351117369,0.8081569166337415,0.7692307692307693,0.07373457582936134,0.006826308343605614,0.13269493844049246,0.01841587698909351
YT_Gold_070_ch1355_d11_DK_da_20260722,0.1182683075848826,0.16313018829722617,0.6470588235294118,0.12517049231615465,0.75,0.5,0.4069767441860465,0.26345632277430714,0.32077471911644967,0.8964526695473009,0.23076923076923078,0.11194044572442548,0.016043080447274052,0.15856236786469347,0.03061619231831998
YT_Gold_071_ch1316_d5_JP_ja_20260423,0.11486427511564982,0.15340487278126477,0.29411764705882354,0.10699825535839433,0.5,0.4772727272727273,0.7674418604651163,0.24656071271447427,0.3016669810075035,0.8304238780443784,0.38461538461538464,0.223158373262898,0.030725016196304564,0.16279069767441862,0.08693009118541033
YT_Gold_072_ch1570_d9_FR_fr_20260118,0.13703412760757616,0.18866842140784235,0.5294117647058824,0.15139903886605535,1.0,0.4318181818181818,0.6162790697674418,0.2613778095749121,0.31731480930524136,0.8291568632659416,0.8461538461538461,0.1354883072653495,0.02271104377251095,0.16020671834625322,0.030732860520094565
YT_Gold_073_ch1203_d9_VN_vi_20260129,0.1050013092432574,0.14252547749206992,0.5294117647058824,0.06311372776689471,0.5,0.36363636363636365,0.45348837209302323,0.26125027622565267,0.3180386043949513,0.8338755666215724,0.3076923076923077,0.13351103883506502,0.017011715145846786,0.16020671834625322,0.0480918608578183
YT_Gold_074_ch1628_d13_JP_ja_20260906,0.1420965348695121,0.1881082540325302,0.7647058823529411,0.1485014258968831,0.25,0.6818181818181818,0.37209302325581395,0.26647790693966067,0.32362833245646005,0.9222619883035842,0.6153846153846154,0.09194907339012141,0.015748231102725416,0.15026833631484793,0.027729717091419217
YT_Gold_075_ch1459_d12_VN_vi_20261026,0.12734572750283668,0.17079030842950665,0.7058823529411765,0.14851105287270316,0.25,0.5909090909090909,0.6627906976744186,0.2664606329636362,0.3234530895262996,0.8113877545183827,0.8461538461538461,0.1009103677786391,0.015430449031378553,0.15310077519379844,0.0220871327254306
YT_Gold_076_ch987_d9_ID_id_20260725,0.08614820633673737,0.11257339542417494,0.5294117647058824,0.15099963091395852,0.5,0.5227272727272727,0.8372093023255814,0.2620691779909406,0.31705650383594547,0.9123143955132459,0.23076923076923078,0.12893419073542334,0.013412369073134565,0.16020671834625322,0.03586626139817629
YT_Gold_077_ch1329_d3_IL_he_20260224,0.11599895260539408,0.15885131943038402,0.17647058823529413,0.11361459970480449,0.5,0.6818181818181818,0.5116279069767442,0.23220225366208286,0.2908539191395626,0.8829879405355565,0.5384615384615384,0.3591592617783633,0.05000426476622958,0.16279069767441862,0.11550151975683891
YT_Gold_078_ch405_d14_IT_it_20260718,0.03534956794972506,0.04791118310049268,0.8235294117647058,0.09768073875622214,0.75,0.20454545454545456,0.4186046511627907,0.27007951041617756,0.3291656453538522,0.8268220085663865,0.8461538461538461,0.08859751135345507,0.003849421998273843,0.15282392026578073,0.01949630916196266
YT_Gold_079_ch1895_d12_US_en_20260821,0.1654010648511827,0.22032125261523924,0.7058823529411765,0.09932838673328903,0.5,0.45454545454545453,0.5116279069767442,0.26559946222834874,0.3228087255068314,0.8145651749237341,0.8461538461538461,0.09990084737408769,0.019694844181239363,0.15891472868217052,0.02492401215805471
YT_Gold_080_ch1561_d3_NO_no_20260601,0.13624858165313783,0.1839441182425592,0.17647058823529413,0.11459506242554013,0.25,0.7954545454545454,0.3372093023255814,0.23021555677857275,0.2874696725480789,0.8054185912487778,0.7692307692307693,0.35105281856608544,0.0573438293762717,0.16279069767441862,0.09989868287740628
YT_Gold_082_ch872_d12_NL_nl_20261018,0.07611067469669199,0.10367145845987717,0.7058823529411765,0.12403527906759908,0.25,0.6363636363636364,0.32558139534883723,0.26586756504567843,0.3225958222021076,0.8303829091690549,0.7692307692307693,0.10225931619993857,0.009380577295084343,0.15891472868217052,0.03429584599797366
YT_Gold_083_ch1827_d12_RO_ro_20260224,0.15946582875098192,0.2142606465546332,0.7058823529411765,0.0992158850670978,0.75,0.6136363636363636,0.47674418604651164,0.2659006275308603,0.3216211115223783,0.8338105364030409,1.0,0.10088300937445142,0.019368325833016987,0.15503875968992248,0.03333333333333333
YT_Gold_084_ch899_d13_CA_en_20260418,0.07846731256000698,0.10743740298306,0.7647058823529411,0.0619014649939708,1.0,0.6363636363636364,0.7209302325581395,0.26636653614478856,0.3238669525777018,0.8163492755271897,0.8461538461538461,0.09506226764607012,0.008931751070604755,0.1556350626118068,0.014262333411269581
YT_Gold_085_ch1240_d12_TW_zh_20261114,0.10823077594483722,0.1464264021056894,0.7058823529411765,0.10005210304612286,0.75,0.7045454545454546,0.45348837209302323,0.2636782765896427,0.3209410667820428,0.9950518976779232,0.15384615384615385,0.10073186168630949,0.013092402932568824,0.15310077519379844,0.0425531914893617
YT_Gold_086_ch761_d11_UA_uk_20260413,0.06642227459195252,0.08921509077411081,0.6470588235294118,0.0627562081666223,0.5,0.5,0.4883720930232558,0.26273860856847464,0.3190573578520106,0.835068470459767,0.8461538461538461,0.10870785447158754,0.008711160079497998,0.15856236786469347,0.02492401215805471
YT_Gold_087_ch1208_d5_US_en_20260731,0.1054377236623898,0.14106769251535398,0.29411764705882354,0.13259505970486726,0.75,0.5454545454545454,0.3372093023255814,0.24870427072369472,0.306950613031032,0.8981537911318987,0.46153846153846156,0.22550174961681943,0.02847057626719351,0.16279069767441862,0.07878419452887538
YT_Gold_088_ch1354_d3_GR_el_20260429,0.11818102470105613,0.16018762232570696,0.17647058823529413,0.07126916752996651,0.75,0.6818181818181818,0.46511627906976744,0.23135500784120966,0.2884720926081847,0.7897151519420641,0.5384615384615384,0.35419627505828505,0.0502849176608555,0.17054263565891473,0.15217831813576493
YT_Gold_089_ch1445_d9_ID_id_20261007,0.12612376712926596,0.17210636431126408,0.5294117647058824,0.06259494839168807,0.75,0.3409090909090909,0.5581395348837209,0.263415486974367,0.3197198792309526,0.7975165766787377,0.5384615384615384,0.13533306806753867,0.020691871779657527,0.16020671834625322,0.0508611955420466
YT_Gold_090_ch1901_d9_ID_id_20260710,0.16592476215414156,0.22239994600796384,0.5294117647058824,0.12602040265355166,0.5,0.20454545454545456,0.36046511627906974,0.2616795132461384,0.31804654827876855,0.9246781053482273,0.5384615384615384,0.13205529610937933,0.026534256940158252,0.16020671834625322,0.04126984126984127
